x,y,object_id,global_id,location_name,location_details,location_hours,ssid,password_required,password_details,account_required,account_details,street1,street2,city,state,zip,web_site,amenities_restroom,amenities_seating,amenities_vending,amenities_details,public_notes,location_type,id
-79.9792620236009,40.4444002103363,111,af6ae46d-b436-4f91-868c-0a553966b0d0,Black's Beauty Bar,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,2037 Centre Ave,,Pittsburgh,PA,15219,,,Yes,,Nearby Centre Ave shops ,Beauty,Institutional ,Black's Beauty Bar
-79.9934698183405,40.42217801903,112,e09eb4a9-9b38-4c3a-8dbc-b29d9b64591a,Caliguiri Building,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,803 E Warrington Ave,,Pittsburgh,PA,15210,,,,,Walkable to E Warrington Ave shops,Residential / Community-Based,Institutional ,Caliguiri Building
-80.0190857031044,40.45261768322,113,33a939f7-0b29-4479-8332-6d4b48f78e48,Calvary United Methodist Church,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,954 Beech Ave,,PIttsburgh,PA,15233,https://www.sorgatronmedia.com/about,Yes,Yes,,Nearby West Park,Religious Building,Institutional ,Calvary United Methodist Church
-79.9598547607001,40.4340479105192,114,ec3eac6f-efd5-44d6-9f9b-7239ef787b32,Finello Pavillion,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,3206 Niagara St,,Pittsburgh,PA,15213,,,,,Nearby Pitt campus and shops,Residential / Community-Based,Institutional ,Finello Pavillion
-79.8697455930215,40.4039113499742,115,47da3c64-c19c-4f60-bef8-e4fd923aa74b,Free Press Building,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,528 Braddock Ave,,Braddock,PA,15104,,,,,Building on Braddock Ave,Residential / Community-Based,Institutional ,Free Press Building
-79.8439508182144,40.3958091026084,116,9a4003a3-03d8-4c9a-ace7-07d7472def7a,Gaudenzia Erie Inc,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,212 Centre Ave,,Pittsburgh,PA,15219,,No,No,No,Nearby Centre Ave shops and Sunoco gas station,Treatment Center,Institutional ,Gaudenzia Erie Inc
-79.9912683118107,40.422530584779,117,b0c45b07-c292-437b-a45b-d0ac7d4944e1,1101 Arlington Ave,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,1101 Arlington Ave,,Pittsburgh,PA,15210,,,,,Nearby E Warrington shops and Knoxville Incline,Residential / Community-Based,Institutional ,1101 Arlington Ave
-79.9778675991011,40.4380396303748,121,0d79a2e3-8503-4301-be39-209de099f2c5,Hack Pittsburgh,Within 100 ft,,Meta Mesh Public WiFi,No,,,,1936 5th Avenue,,PIttsburgh,PA,15219,https://hackpgh.org/about/,Yes,,,"Nearby East Warrington Ave shops, pharmacy",Cooperative / Community,Institutional ,Hack Pittsburgh
-79.9935155114494,40.420751670721,122,ed388580-7ff2-4844-b5b4-e0f12a34812e,High Hrothgar,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,201 Allen St,,Pittsburgh,PA,15210,,,,,Nearby E Warrington shops,Residential / Community-Based,Institutional ,High Hrothgar
-79.9799795234816,40.4440428703608,123,4f964d14-3443-4d2e-982a-23d8146d03d8,Hill CDC,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,2015 Centre Ave,Suite #2,Pittsburgh,PA,15219,https://www.hilldistrict.org,Yes,Yes,,Nearby Centre Ave shops ,Community Corporation,Institutional ,Hill CDC
-79.9929283540362,40.4216241847775,124,afe5742b-6c33-4bf7-a157-26324b864b3c,Hilltop Pharmacy,Inside pharmacy; within 100 ft,Mon - Fri: 9 AM - 6 PM ; Sat: 9 AM - 1 PM,Meta Mesh Public WiFi,No,,Yes,,818 E Warrington Ave,,Pittsburgh,PA,15210,https://www.metamesh.org/#!contact-meta-mesh/c24vq ; https://www.hilltoppharmacyrx.com,No,No,No,This pharmacy in on East Warrington Ave near shops,May not allow inside users that are not purchasing from pharmacy,Institutional ,Hilltop Pharmacy
-79.8729513287446,40.4055431762888,125,df57a082-2f2d-40c3-803e-7adf7fb9fe56,Ink Division,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,218 Braddock Ave,,Braddock,PA,15104,https://ink-division.com,No,No,No,Business on Braddock Ave,Business,Institutional ,Ink Division
-79.992151105713,40.4241292411901,126,61a34aa1-2551-4755-86bc-00cb08936e41,McClain Street Redirect,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,846 McClain St,,Pittsburgh,PA,15210,,,,,Nearby Grandview Park,Residential / Community-Based,Institutional ,McClain Street Redirect
-79.9707254761036,40.4268454852558,127,34a180e2-0b33-4ac1-b8de-50950b1510f0,Morse Gardens,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,2416 Sarah St,,Pittsburgh,PA,15203,,,,,Nearby South Side Flats shops and South Side Works,Residential / Community-Based,Institutional ,Morse Gardens
-79.8744825022588,40.4065460727188,128,45e74819-ea27-4255-bda9-d4ee155865a9,Peppers N'At,Within 100 ft,Wed: 4 - PM ; Thurs: 4 - 10 PM ; Frid and Sat: 4 - 11 PM ; Sun: 2 - 8 PM ,Meta Mesh,No,,,,28 Braddock Ave,,Braddock,PA,15104,,Yes,Yes,,Restaurant on Braddock Ave,Restaurant ; May need to be patron to access amenities ,Institutional ,Peppers N'At
-79.9833783337177,40.4256655170824,129,3d7e784b-52c2-46a4-b0b9-221536aef5c6,Polska Szkola,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,171 S 15th st,,Pittsburgh,PA,15203,,,,,Walkable to Winter Park and South Side Works,Residential / Community-Based,Institutional,Polska Szkola
-79.9927574279976,40.4210865609771,130,699cb765-b4e0-4426-9db8-3e6d5ba31eba,RE360,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,no,,,,829 Industry Street,,PIttsburgh,PA,15219,https://www.re360co.com/about-re360,,,,"Nearby East Warrington Ave shops, pharmacy",Real Estate Hub / Community,Institutional,RE360
-79.8850984529374,40.4430733614046,131,6f5f0010-41f6-4caa-bebe-b4ba25737d93,901 Wood Street 2401,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,901 Wood St (Rear),,Wilkinsburg,PA,15221,,,,,"Nearby E Busway, Ardmore Blvd shops",Residential / Community-Based,Institutional ,901 Wood Street 2401
-79.9947477849081,40.4218060432929,132,2e6e4232-b2c2-475d-8dee-ae2802ce4c96,Anonymous Node Host,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,719-201 E Warrington Ave,,Pittsburgh,PA,15210,https://www.metamesh.org/#!contact-meta-mesh/c24vq,No,No,No,"Nearby E Warrington shops, pharmacy",Residential / Community-based,Institutional ,Anonymous Node Host
-80.0243751408884,40.4099076059192,133,6c74b12a-bfb6-4744-a152-3aed221722c3,Sorgatron Media,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,1619 Broadway Ave,,PIttsburgh,PA,15216,https://www.sorgatronmedia.com/about,,,,Nearby transporation line and Broadway Ave shops,Media,Institutional ,Sorgatron Media
-79.9417750131246,40.4071479879755,134,7135a711-1905-4ab1-b1cb-750404cfea87,Spartan Center,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,134 East Elizabeth Street,,Pittsburgh,PA,15207,https://www.spartancenter.org/home,,,,Nearby Hazelwood Greenway and Irvine St shops,Community-Based ; May need to appointment or event to utilize WiFi indoors,Institutional ,Spartan Center
-79.9268779658304,40.4366083233628,135,ee39e273-7586-4553-a7ef-5d10c7f6a16a,Squirrel Hill 1,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,5618 Darlington Rd,,Pittsburgh,PA,15217,,,,,Nearby Giant Eagle and Murray Ave shops,Residential / Community-Based,Institutional ,Squirrel Hill 1
-79.9816921379503,40.4359568428068,136,1d1fcb16-5b96-4acb-9c30-ff3716f53905,StartUptown at The Paramount Film Exchange,Within 100 ft,,Meta Mesh Public WiFi,No,,,,544 Miltenberger St,,PIttsburgh,PA,15219,https://www.avenu-pgh.org,Yes,,,"Nearby East Warrington Ave shops, pharmacy",Cooperative / Community,Institutional ,StartUptown at The Paramount Film Exchange
-79.9851598785147,40.4177833264303,137,dc25506d-e11e-4a39-a0d1-f9d7e81b1b6a,Subfortress,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,1733 Arlington Ave,,Pittsburgh,PA,15210,https://www.metamesh.org/#!contact-meta-mesh/c24vq,No,No,No,"Nearby Knoxville library, Family Dollar, St Micheal's Cemetery ; Walkable to South Side Park",Residential / Community-based,Institutional ,Subfortress
-79.8709118852127,40.4045034702111,138,7c391a27-b5e1-40ae-bb2c-97b0678eafcf,The Free Store,Within 100 ft,Tuesday and Thursday: 11 AM - 1 PM ; Saturday from 10 AM - 12 PM,Meta Mesh Public WiFi,No,,,,420 Braddock Avenue,,Braddock,PA,15104,https://www.freestore15104.org,,,,"Nearby Brew Gentlemen Brewery, Red Lantern Bike Shop on Saturdays",Store / Goods,Institutional ,The Free Store
-79.9681142954275,40.4463860642481,139,0140edf5-8e94-41b5-9d5a-ff986256b18a,Warren United Methodist ,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,2606 Centre Ave,,Pittsburgh,PA,15219,https://warrenumcpittsburgh.org,Yes,Yes,No,1 mile away from PPG Paints Arena and Uptowm shops,Religious Building,Institutional ,Warren United Methodist 
-79.977252174312,40.4368440453103,140,35c3624f-8e1a-4c33-8aeb-8c9f89b4c26a,Tustin Tot Lot,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,2028 Tustin St,,Pittsburgh,PA,15219,https://activecities.com/pittsburgh/organizations/tustin-tot-lot/,,Yes,,Walkable to downtown and hilltop shops,Parks and Recreation,Institutional ,Tustin Tot Lot
-79.9121536655124,40.4470129952706,141,a8f3150b-faa8-48a2-88d8-740e91aa55d3,Wilkins 2401,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,6739 Wilkins Ave,,Pittsburgh,PA,15217,,,,,Nearby Homewood Cemetery and Point Brugge Cafe,Residential / Community-Based,Institutional ,Wilkins 2401
-79.9941195848164,40.4216561442588,142,350d8a4e-36f6-4651-b995-0d840faf011d,Work Hard PGH,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,744 E Warrington Ave,,Pittsburgh,PA,15210,https://www.metamesh.org/#!contact-meta-mesh/c24vq ; https://workhardpgh.com/about-work-hard-pittsburgh/,Yes,,,"Nearby East Warrington Ave shops, pharmacy",Cooperative / Community,Institutional ,Work Hard PGH
-79.9940487845989,40.4213920883396,143,218cecd0-a9c6-4fce-9b42-dd04052a8145,Work Hard PGH (Rear),Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,745 Manton Way,,Pittsburgh,PA,15210,https://www.metamesh.org/#!contact-meta-mesh/c24vq ; https://workhardpgh.com/about-work-hard-pittsburgh/,Yes,,,"Nearby East Warrington Ave shops, pharmacy",Cooperative / Community,Institutional ,Work Hard PGH (Rear)
-79.9790664708146,40.4238025330789,144,e38faa85-9b16-48eb-9a84-459d9e955813,Oporto and Gregory Street,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh,No,,,,Gregory Street,,Pittsburgh,PA,15213,,,,,Nearby South Side Park and walkable to South Side Works,Residential / Community-Based,Institutional ,Oporto and Gregory Street
-79.8702753755079,40.4041134439863,145,fb863284-908c-4640-8b9f-d06128d6389b,Brew Gentlemen Brewery,Within 100 ft,Closed Sunday - Wednesday ; Thursday and Friday: 3 - 7 PM ; Saturday: 12 - 5 PM,Meta Mesh Public WiFi,No,,,,1936 5th Avenue,,Braddock,PA,15104,https://www.brewgentlemen.com,Yes,Yes,,"Occasional food trucks, some outdoor seating available",Brewery,Institutional ,Brew Gentlemen Brewery
-79.8697302750018,40.4037179910124,149,0cca9397-9012-4ffd-9fce-13943c2bddc5,Studebaker Metals,Within 100 ft,"24 hours/day, 7 days/week",Meta Mesh Public WiFi,No,,,,534 Braddock Ave,,Braddock,PA,15104,https://studebakermetals.com,,,,Nearby Braddock Ave shops. Storefront temporarily closed,Business,Institutional ,Studebaker Metals
-79.8682659281185,40.4028542743176,150,261b76d1-8723-4f5c-8e03-1acb612cb001,A Boss Opticians,Within 100 ft,Mon - Frid: 9:30 AM - 5 PM ; Sat: 10 AM - 3 PM,Meta Mesh Public WiFi,No,,,,614 Braddock Ave,,Braddock,PA,15104,https://abossopticians.com,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Business,Institutional ,A Boss Opticians
-79.8674167331235,40.4020771517761,151,bb4bb4a9-48f2-4c18-8c48-cb134919889e,Barbershop,Within 100 ft,Tues - Sat: 9 AM - 7 PM,MetaMesh Public Wifi,No,,,,704 Braddock Ave,,Braddock,PA,15104,https://m.facebook.com/Studio-704-1297593206975124/,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Beauty,Institutional ,Barbershop
-79.8666602599931,40.4021783350166,152,32bdef93-8b8e-474f-8c0b-0d6824ce7a78,Dog Park,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,717 Braddock Ave,,Braddock,PA,15104,,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Parks and Recreation,Institutional ,Braddock Bark Park
-79.8677113956784,40.4022993793008,153,05456b81-5b1c-4442-ad89-688980ab14df,Braddock Employment Training Center,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,640 Braddock Ave,,Braddock,PA,15104,,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Employment Training Center,Institutional ,Braddock Employment Training Center
-79.8624303349687,40.398459436177,154,c3a3cb6e-d479-4dbe-b4d1-a9a531418f64,United Steelworkers Building,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,1070 Braddock Ave,,Braddock,PA,15104,https://uswlocals.org/local-1219-braddock-pa,,,,Nearby Braddock Ave shops,Labor Union,Institutional ,United Steelworkers Building
-79.8665942769671,40.4018361321924,155,5232eede-2f09-4a2d-b7b1-f96478236cea,Golden Treasures,Within 100 ft,Mon - Frid: 9:30 AM - 3:30 PM,Meta Mesh Public WiFi,No,,,,709 Braddock Ave,,Braddock,PA,15104,https://www.goldentreasuresservices.com,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Business,Institutional ,Golden Treasures
-79.8605960599572,40.3980200539126,156,fd7f6c0f-90af-48d5-aa81-79335eb6783f,UnSmoke Systems Art Space,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,1137 Braddock Ave,,Braddock,PA,15104,https://unsmokeartspace.com,,,,Nearby Braddock Ave shops. May need to be patron to access amenities,Arts and Culture Space,Institutional ,UnSmoke Systems Art Space
-79.8605501360319,40.3977392158955,157,2980cca7-04cb-4a93-b4f3-5dc6090c1df5,Superior Motors,Within 100 ft,Thurs: 5 - 10 PM ; Frid - Sat: 5 - 11 PM ; Sun: 5 - 10 PM,MetaMesh Public Wifi,No,,,,1211 Braddock Ave,,Braddock,PA,15104,https://superiormotors15104.com,Yes,Yes,No,Nearby Braddock Ave shops. May need to be patron to access amenities,Restaurant ; May need to be patron to access amenities ,Institutional ,Superior Motors
-79.859300729454,40.3981838432925,158,edc0be4e-0463-460c-8055-1496d2997019,37 Wood St,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,37 Wood St,,Braddock,PA,15104,,No,No,No,Nearby Braddock Ave shops,Residential / Community-Based,Institutional ,37 Wood St
-79.8637526699994,40.3997693517146,159,717b7ab8-c803-483a-a670-4a38f97a187c,Verona Bus Stop,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,913 Braddock Ave,,Braddock,PA,15104,,,Yes,,Nearby Braddock Ave shops. May need to be patron to access amenities,Transportation,Institutional ,Verona Street Bus Stop
-79.8863510787266,40.2933616932723,160,c5a25f84-316a-456b-a342-2a53d34a7bf1,Produce Marketplace,Within 100 ft,Thurs - Sat: 12 - 4 PM,MetaMesh Public Wifi,No,,,,519 St Clair Ave,,Clairton,PA,15025,,,,,"Near Rite Aid, Dollar General, Post Office, and Clairton High School",Store / Goods,Institutional ,Produce Marketplace
-79.8629815708608,40.3991800608406,161,74e7b464-6f28-49bd-857c-5ed4ee852fd4,Braddock Farms,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,1008 Braddock Ave,,Braddock,PA,15104,https://www.growpittsburgh.org/about-us/locations/braddock-farms/,,,,Nearby Braddock Ave shops,Community Garden,Institutional ,Braddock Farms
-79.9713381608694,40.4797917221412,162,e1bbd0a6-27fc-49e1-8bc8-f2a96ec493ac,Energy and Food Hub,Within 100 ft,Mon - Frid: 9 AM - 5 PM,MetaMesh Public Wifi,No,,,,112 E Sherman St,,Millvale,PA,15209,https://www.newsunrising.org/project/millvale-moose/,Yes,Yes,No,Nearby post office and Grant Ave shops ; May need to be patron to access amenities ,Energy and Food Hub,Institutional ,Moose Mode
-79.93592055482,40.4945582130371,163,7350a800-0d87-414a-a8ff-c3727e7b07af,Sharpsburg Neighborhood Organization,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,511 S Main St,,Sharpsburg,PA,15215,https://www.sharpsburgneighborhood.org,,,,Near Marina and Sharpsburg Breweries,Community Organization,Institutional ,Sharpsburg Neighborhood Organization
-79.935357582788,40.4948127001153,164,06da39e0-6d26-42d4-b795-e8e27cf2045d,Ketchup City,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,612 Main St,,Sharpsburg,PA,15215,https://ketchupcity.com,,,,Near Marina and Sharpsburg Breweries,Arts and Culture Space,Institutional ,Ketchup City
-79.9350537721367,40.4943609899667,165,1d62e5e5-be7a-4c1d-beb7-8426b34b3074,Dr. Conicella Family Dentistry,Within 100 ft,Mon: 9 AM - 7 PM ; Tues - Thurs: 9 AM - 4 PM ; Sat: 9 AM - 12 PM,MetaMesh Public Wifi,No,,,,701 Main St,,Sharpsburg,PA,15215,https://www.conicellafamilydentistry.com,,,,Near Marina and Sharpsburg Breweries ; May beed to be patron to access amenities ,Dentistry,Institutional ,Dr. Conicella Family Dentistry
-79.9348157100152,40.4947785645233,166,e16bc623-786b-4184-a7e1-cc2172737c0c,Cleaning Concepts,Within 100 ft,Mon - Frid: 8 AM - 5 PM,MetaMesh Public Wifi,No,,,,712 Main St,,Sharpsburg,PA,15215,https://www.cleaningconceptsco.com,,,,Near Marina and Sharpsburg Breweries,Janitorial Service,Institutional ,Cleaning Concepts
-79.9326766747585,40.4943811616159,167,42b75b40-20fd-422b-a930-df2a433a9e49,Dancing Gnome Brewing Company,Within 100 ft,Wed - Frid: 4 - 9 PM ; Sat - Sun: 12 - 4 PM,MetaMesh Public Wifi,No,,,,925 Main St,,Sharpsburg,PA,15215,https://www.dancinggnomebeer.com,Yes,Yes,,Near Marina and other Sharpsburg Breweries,Brewery,Institutional ,Dancing Gnome Brewing Company
-79.932151593332,40.4946290208058,168,e294e3a7-18e0-4d57-8aae-966f67304360,Jacoby and Associates,Within 100 ft,Mon - Frid: 8:30 AM - 5 PM,MetaMesh Public Wifi,No,,,,1000 Main St,,Sharpsburg,PA,15215,https://www.jacobyandassociates.com,,,,Near Marina and Sharpsburg Breweries ; May beed to be patron to access amenities ,Insurance Agency,Institutional ,Jacoby and Associates
-79.9321234693197,40.4948798087024,169,0ba8c9ca-2f56-4018-ab71-688b740e1fec,Sugar Spell Scoops,Within 100 ft,"24 hours/day, 7 days/week",MetaMesh Public Wifi,No,,,,1014 N Canal St,,Sharpsburg,PA,15215,https://www.sugarspellscoops.com,,,,Near Marina and Sharpsburg Breweries ; May beed to be patron to access amenities ; Limited Winter hours,Ice Cream Parlor,Institutional ,Sugar Spell Scoops
-79.8438926759271,40.3713655968903,170,27c064a6-e9c4-4666-8497-273570d9ef9b,Duquesne Family Center,Parking Lot,"24 hours/day, 7 days/week",AC_Public,no,,no,,1 Library Place,,Duquense,PA,15110,,no,no,no,,,Institutional,
-79.9741076252877,40.3936252953261,171,e03eac15-f5d6-4000-83b4-5aecad4e2876,Donnelly Boland Main Office,Parking lot,"24 hours/day, 7 days/week",AC_Public,no,,no,,2801 Custer Ave,,Pittsburgh,Pennsylvania,15227,,no,no,no,,,Institutional,
-79.9910307700879,40.3915001969196,173,d3b7eaad-9635-4d82-871e-ddf9e33192e4,,,Building closes at 7 PM,,,,,,,,,,,,yes,,,,Within Phillips Park,Institutional,
-80.0041894313523,40.4137146048299,174,7b0c7823-c4ac-4e9e-ac80-851be7999ada,,,,,,,,,,,,,,,yes,,,,,Institutional,
-79.8837332439993,40.2889651978919,175,93e48095-1fb4-4d75-8c52-3d289652b4ae,,,,,,,,,,,,,,,yes,,,,,Institutional,
